dzr_sng_id,dzr_sng_id_old,MSD_sng_id,MSD_track_id,artist_name,track_name,sample_size,sample_rate,valence,arousal,label
536489,536489,SOMWNJA12A58A7538F,TRYAEUK128F425DEF7,MGMT,The Handshake,677376,22050,0.37332522108,-0.923150665621,12
536490,536490,SOEBMRN12B35058985,TRHGHWT128F425DEFA,MGMT,Future Reflections,677376,22050,0.815392789182,0.662457175897,1
536925,536925,SOUVVKX12A8C13EFCF,TRKIMTY128F42B8199,Donell Jones,Spend The Night,677376,22050,0.722613176124,-0.0381602424484,15
536926,536926,SOMNKDS12A8C137594,TRONHPC128F42884E1,Donell Jones,Where I Wanna Be,677376,22050,-0.431674362809,0.0955101860516,7
536930,536930,SOJCJFA12A8C137588,TRGANEM128F42884DE,Donell Jones,Shorty (Got Her Eyes On Me),677376,22050,0.37332522108,-0.923150665621,12
537356,15589747,SOJWIBR12A8AE4800C,TRMFAVI128F425B7C1,Jennifer Lopez,Forever,677376,22050,1.07190113117,0.846830180724,1
537537,608751,SOYSLQC12AB0182C4E,TRMDEEX12903CE94A0,Charlie Daniels,The Devil Went Down To Georgia,677376,22050,0.815392789182,0.662457175897,1
538599,559243,SOPSTDW12AF72A44FF,TRGCOHU128F92C44FD,The Calling,One By One,677376,22050,-1.93524985679,-0.655809808621,8
538600,8238018,SOMBLIB12A8C13BDBB,TRBALLC128F42918F5,The Calling,Our Lives,677376,22050,0.815392789182,0.662457175897,1
538604,559246,SOXABRG12A8C13DD79,TRWBENN128F42A124D,The Calling,Anything,677376,22050,1.07190113117,0.846830180724,1
538606,538606,SODRGQZ12AF729F8E2,TRKOQTW128F92C4504,The Calling,Somebody Out There,677376,22050,-1.04019947199,-0.0658161931725,8
538608,8238028,SOVDWRU12A8C13DD9F,TRYVKOD128F92C4506,The Calling,Dreaming In Red,677376,22050,0.790833479843,-0.724949685431,14
538939,13146109,SOSBIOB12A8AE47EF3,TRNHIOB12903CA9435,Céline Dion,Fade Away,677376,22050,0.943646960175,0.75464367831,1
538948,538948,SOHUTNF12A8AE47E42,TRBLPQA128F425AEED,Boys Like Girls,The Great Escape,677376,22050,1.54125682076,1.70416465317,2
538950,538950,SOASTPI12A58A7E0F8,TRXVZKC128F425AEEE,Boys Like Girls,Five Minutes To Midnight,677376,22050,1.14285024704,1.07115066993,1
538951,538951,SOSOPTO12A8AE47E4A,TRTWKAN128F425AEEF,Boys Like Girls,Hero/Heroine,677376,22050,1.54125682076,1.70416465317,2
538955,5429954,SOEQCTK12AF72A4572,TRJEJNH128F92C455D,Boys Like Girls,Me_ You And My Medication,677376,22050,1.07190113117,0.846830180724,1
538960,82205488,SOWPOGN12B0B809692,TRAQFDV128F92C4560,Boys Like Girls,Learning To Fall,677376,22050,-1.93524985679,-0.655809808621,8
538961,538961,SOATFHB12A8AE47E59,TRSGYRY128F425AEF6,Boys Like Girls,Heels Over Head,677376,22050,-1.31853831116,0.957453983621,6
538962,82205494,SOHZUSP12D021B1385,TRJUTMT128F425AEF7,Boys Like Girls,Broken Man,677376,22050,-0.780962317853,-0.789480237121,10
539107,539107,SOKNJGC12A8AE46D97,TRGTRKB128F425B204,Groove Armada,Song 4 Mutya (Out Of Control),677376,22050,0.594359005131,-0.130346744862,15
539211,539211,SOHCSZH12A8AE46C1C,TRXAZUV128F425E85B,Duran Duran,Nite-Runner,677376,22050,0.032223702483,-0.512920729879,12
539214,13131381,SOGGLQA12A8AE47A9B,TRFUHLO128F425E838,Duran Duran featuring Justin Timberlake,Falling Down,677376,22050,-1.04019947199,-0.0658161931725,8
539232,13166841,SOAKHEV12A8AE48FD5,TRXWTQG128F425E864,Duran Duran,Last Man Standing,677376,22050,0.664398516948,-1.27960514162,13
539568,539568,SOWUHVG12A8C139944,TRQOOEB128F429048D,Boney M.,Feliz Navidad,677376,22050,1.54125682076,1.70416465317,2
539571,539571,SOIYQGL12A8AE470BA,TRMFHRM128F425B959,Boney M.,Jingle Bells,677376,22050,1.17832480497,1.18331091453,2
540175,540175,SODICLT12AF72A5D7E,TRRTNCU128F92F1397,Britney Spears,...Baby One More Time,677376,22050,1.17832480497,1.18331091453,2
540177,540177,SOQXVZI12D021B3CB4,TRMYTTC128F4298066,Britney Spears,Sometimes,677376,22050,1.07190113117,0.846830180724,1
540178,540178,SORWRMT12A8C142E7A,TREPSDI128F92C478C,Britney Spears,Soda Pop,677376,22050,1.03642657323,0.874486131448,1
540179,582264,SOVFPCG12A8C1397C4,TRQWDTQ128F4299988,Britney Spears,Born To Make You Happy,677376,22050,0.225969365046,0.631728341762,3
540180,540180,SODZUBB12A8C139B68,TRCYTRA128F4296269,Britney Spears,Heart,677376,22050,-0.869193910665,0.508813005204,6
540181,540181,SOINXWC12AF72A6246,TRQMDVI128F92C478F,Britney Spears,I Will Be There,677376,22050,1.30657897596,1.27549741695,1
540182,540182,SOVKTLC12A8C142E88,TRTHDVC128F92C4790,Britney Spears duet with Don Phillip,I Will Still Love You,677376,22050,0.722613176124,-0.0381602424484,15
540185,540185,SOFGDEO12AF72A818A,TRIHFIX128F92C4793,Britney Spears,E-Mail My Heart,677376,22050,-1.08058589179,0.0853696707861,7
540186,540186,SOGTFXE12AF72A8186,TRTVLCE128F92C4794,Britney Spears,The Beat Goes On,677376,22050,1.54125682076,1.70416465317,2
540191,540191,SODSCIT12AB0186599,TRUJONK12903C96987,Britney Spears,I'm A Slave 4 U,677376,22050,0.815392789182,0.662457175897,1
540193,540193,SOFTUXV12A8C13A8D7,TRMLPWL128F42929AB,Britney Spears,Lonely,677376,22050,0.815392789182,0.662457175897,1
540196,540196,SOLRSWK12D02191EA0,TRGWXIC128F428D3DB,Britney Spears,Anticipating,677376,22050,1.30112135166,1.49520858103,2
540203,540203,SOTAAMO12AB0184F07,TRRMRLU128F932FE97,Britney Spears,I Run Away,677376,22050,-1.16572483083,-0.128042082302,8
540944,540944,SORKPAQ12AB018391F,TRTMVJJ12903CBB678,Rachael Yamagata,Be Be Your Love,677376,22050,-0.517359064281,-0.0123480217725,8
540946,13159721,SOWVOIK12A8C13EB94,TRAAXPX128F42AA93D,Rachael Yamagata,Letter Read,677376,22050,-0.170618000578,0.527250305687,4
540948,2924719,SOKRSTT12A8C1385C5,TREAIKJ128F428C9CC,Rachael Yamagata;Malcolm Burn,Worn Me Down,677376,22050,-0.42894555066,0.471499420899,5
540950,13159862,SOHOALL12A58A795F6,TRZOIAE128F42AE2CB,Rachael Yamagata,Paper Doll,677376,22050,0.526138701412,-1.62837740909,12
540952,13159722,SOOKITV12AF72A3B83,TRTVFUT128F42AA8F1,Rachael Yamagata,I'll Find a Way,677376,22050,-0.867374702562,-0.548258889135,9
540954,540954,SOQVACM12AF72A48D9,TRQHHJK128F92F12C2,Rachael Yamagata,1963,677376,22050,1.07008192307,1.0189116519,1
540956,540956,SOWPWJG12A8C13EB6A,TRJMVBQ128F92F12C3,Rachael Yamagata,Under My Skin,677376,22050,0.378782845378,-1.51621716448,12
540958,13159848,SOODTDX12A8C13EBA3,TRCOXFU128F42AA942,Rachael Yamagata,Meet Me By The Water,677376,22050,-0.780962317853,-0.789480237121,10
540961,13159725,SORFZHZ12A8C13EB78,TRMSTWI128F42AA930,Rachael Yamagata,I Want You,677376,22050,1.54125682076,1.70416465317,2
540963,13159849,SONWVXY12A8C13ED47,TRGSVTK128F42AA8F4,Rachael Yamagata,Reason Why,677376,22050,-0.382555744131,-0.199486621673,9
540965,13159726,SODZFDD12A8C13EBA7,TRYJOZK128F92F12C6,Rachael Yamagata,Moments with Oliver,649728,22050,-0.867374702562,-0.548258889135,9
540967,540967,SOYXRAL12AF729EFC9,TRPESQP128F92F12C7,Rachael Yamagata,Quiet,677376,22050,-0.147877899336,-0.463140018576,11
540975,2924722,SOQUEAF12B0B80C2E1,TROCQDV12903CBB687,Rachael Yamagata,Collide,677376,22050,0.678952181743,-2.33360415255,12
541012,541012,SOXGAOF12A8AE48685,TRRGTOV128F425B9D1,Three Days Grace,I Hate Everything About You,677376,22050,-1.68829235732,1.07960109932,6
541013,541013,SOIJAMG12A8AE47E21,TRMXLMR128F425B9B1,Three Days Grace,Home,677376,22050,-1.70057201199,1.84244440679,5
541016,541016,SOPQLJJ12A8AE47E2D,TRLSUSW128F425B9B7,Three Days Grace,Let You Down,677376,22050,-1.58596190174,0.62097324981,7
541020,541020,SOFXMYV12A8AE47E3C,TRUXMSR128F4292E95,Three Days Grace,Born Like This,677376,22050,-1.70057201199,1.84244440679,5
541094,2453973,SONTXMD12CF5F88B25,TRAYSWO128F931CFA4,Switchfoot,This Is Your Life,677376,22050,0.37332522108,-0.923150665621,12
541101,541101,SOLSEQX12AF72A0648,TRPQBTF128F42BC25B,Switchfoot,Redemption,677376,22050,0.815392789182,0.662457175897,1
541354,13177126,SOLBNHB12D021B3344,TRBUIPK12903CA52AD,Kenny Chesney,Keg In The Closet,677376,22050,0.815392789182,0.662457175897,1
541864,541864,SOBWYSF12A58A7DC01,TRUUBST128F426F895,Chevelle,Comfortable Liar,677376,22050,-1.00472491405,0.869876806328,6
541867,541867,SOYZGMB12A8AE487F1,TRZCSSL128F426F89C,Chevelle,The Red,677376,22050,-1.70875844844,1.71799262853,5
541869,541869,SOBTITR12A8C135C38,TRBGHDW128F426F8A1,Chevelle,Don't Fake This,677376,22050,-1.43587723356,1.63963410148,5
541870,541870,SOIUXEF12A8AE479A3,TRYPYAE128F426F8A4,Chevelle,Forfeit,677376,22050,-1.70057201199,1.84244440679,5
541873,541873,SOMFQVL12A8AE479E0,TRIOXTZ128F425BA4B,Chevelle,One Lonely Visitor,677376,22050,-1.70330082414,-0.628153857897,8
541957,13175628,SOHXQNO12A8AE47576,TRKFUHZ128F425BADD,Mandy Moore,I Feel The Earth Move,677376,22050,1.54125682076,1.70416465317,2
541959,541959,SOESDWK12A8AE4757F,TRNQHZI128F425BAE2,Mandy Moore,Drop The Pilot,677376,22050,1.17832480497,1.18331091453,2
541961,541961,SOXLGEK12A8AE4758E,TRGCBMU128F425BAE9,Mandy Moore,One Way Or Another,677376,22050,0.984579142406,-0.0105042917242,15
541962,541962,SOMGJAQ12A8AE47594,TRLIFKQ128F425BAEC,Mandy Moore,Breaking Us In Two,677376,22050,-1.93524985679,-0.655809808621,8
544904,544904,SOSNOWC12A8AE49445,TRNZXGX12903CF7AC3,Dixie Chicks,I'll Take Care Of You,677376,22050,0.135008960085,-0.0473788926898,15
544906,544906,SOVAMTC12A8C132585,TRJTHQT128F4261855,Dixie Chicks,You Were Mine,677376,22050,-1.09113729876,0.298320491362,7
544934,544934,SOTRMRQ12D0219C023,TRNCCNY128F4271924,Luther Vandross,Don't Want To Be A Fool,677376,22050,-1.83974143158,0.339804417448,7
544940,544940,SOIVPWW12A8C132591,TROASZD128F4261996,Dixie Chicks,Once You've Loved Somebody,677376,22050,-1.74423300637,1.33541864352,6
544954,544954,SOHLQNY12A8AE48268,TRRYSAP128F42619D0,Dixie Chicks,Wide Open Spaces,677376,22050,0.897257153645,0.625582574931,1
544968,544968,SOIBBFR12A8C1331B6,TRMZNYS128F4261A2D,Dixie Chicks,I Can Love You Better,677376,22050,1.17832480497,1.18331091453,2
544977,544977,SOUVUUU12A8C12FA2C,TRQXEOR128F4261A74,Dixie Chicks,Let 'Er Rip,677376,22050,0.815392789182,0.662457175897,1
545027,545027,SOUBEAX12CF5465224,TRHUPMZ128F92CC01B,Simon & Garfunkel,The Dangling Conversation,677376,22050,-0.399474379454,-0.486186644179,10
545038,545038,SOGXNHX12A8C1318FC,TRWJCBY128F4261C0F,Dixie Chicks,Tonight The Heartache's On Me,677376,22050,-1.17118245513,1.43682379617,5
545057,7511342,SORKZUT12A58A79B20,TRVDFCY128F4261D33,Dixie Chicks,There's Your Trouble,677376,22050,0.0349525146318,0.703019236959,3
545206,545206,SOZSHUA12A8C132C2C,TRQVTJT128F4261D1F,Dixie Chicks,Am I The Only One (Who's Ever Felt This Way),677376,22050,-1.04019947199,-0.0658161931725,8
545207,545207,SOYZVIA12A8C132C2F,TRZUEEB128F4261D20,Dixie Chicks,Hello Mr. Heartache,677376,22050,-1.84065103563,0.241472148204,7
545210,545210,SOIWVSZ12A8C133026,TRTLQGQ128F4261D25,Dixie Chicks,If I Fall You're Going Down With Me,677376,22050,0.815392789182,0.662457175897,1
545218,545218,SOXNOZD12A8C143412,TRWZUBY128F92FCC0C,Dixie Chicks,A Home,677376,22050,-1.1302502729,0.289101841121,7
545220,545220,SOOUCJG12A8C14342F,TRRDNFS128F92FCC18,Dixie Chicks,Godspeed (Sweet Dreams),677376,22050,-0.113494866262,0.118556811655,5
545245,545245,SOLHMGO12A8AE45782,TRAGINP128F425A0A8,Lemar,If there's Any Justice,677376,22050,-0.960154315621,-0.207168830204,8
545253,545253,SOKRTYC12AB018919D,TRHOEHM128F9341FCD,Lemar,I Believe In A Thing Called Love,677376,22050,0.37332522108,-0.923150665621,12
545531,6087358,SOBOTFT12A8C13FE15,TRDQJEQ128F92D1CD1,Pretty Maids,Dream On,677376,22050,1.54125682076,1.70416465317,2
545936,628781,SONKEUE12A58A7DB70,TRNKJPR128F4285066,Daryl Hall & John Oates,Kiss On My List,677376,22050,0.943646960175,0.75464367831,1
546004,546004,SONVXRX12A8C137C42,TRMBLZX128F4285A15,Daryl Hall & John Oates,You Make My Dreams,677376,22050,1.17832480497,1.18331091453,2
546089,546089,SODITHX12A8AE46248,TRNPXSW128F425A683,Clannad,Theme From Harry's Game,677376,22050,0.526138701412,-1.62837740909,12
546090,546090,SOCRKPR12A8AE4772C,TRCQLJA128F425A6FE,Clannad,"I Will Find You (Theme From ""The Last Of The Mohicans"")",677376,22050,-0.517359064281,-0.0123480217725,8
546371,546371,SOQUSAZ12AF72A43BF,TRSQNLC128F4259E4E,The Coral,Careless Hands,677376,22050,-0.780962317853,-0.789480237121,10
546575,546575,SOVYKSY12A8C13E4BA,TRKZCVA128F42AC2D3,System of a Down,Soldier Side,677376,22050,-1.29452476425,0.243930454938,7
546576,546576,SOVEXFH12AB0185569,TRLBUWT128F92EFAE0,System of a Down,Stealing Society,677376,22050,1.54125682076,1.70416465317,2
546578,546578,SOVLSIR12A8AE46ED7,TRGVGAU128F425AD55,System of a Down,Lonely Day,677376,22050,-1.28345358353,-0.186975596346,8
546638,15422474,SOYSVXG12AF729F0A9,TRDSKOB128F42AD608,Mellowdrone,And Repeat,677376,22050,-0.196996518014,0.524177422276,4
546925,584941,SODXMIR12D021B218E,TRAMCRF128F42AD87D,Anti-Flag,The Press Corpse,677376,22050,0.815392789182,0.662457175897,1
546926,546926,SOSQMBN12A8C13FC0F,TRNJYAK128F42AD87F,Anti-Flag,Emigre,677376,22050,1.54671444505,2.11900391403,2
546929,584951,SOPLGHB12A8C13FE99,TRTOPDF128F42AD88A,Anti-Flag,This Is The End (For You My Friend),677376,22050,1.01368647199,0.935943799727,1
546931,546931,SOAOWDZ12A8C13FEAD,TRMEUYY128F42AD88E,Anti-Flag,State Funeral,677376,22050,1.54671444505,2.11900391403,2
546935,546935,SOAOYLO12A8C13FC6F,TRGHRSV128F42AD898,Anti-Flag,Cities Burn,677376,22050,1.54671444505,2.11900391403,2
547015,547015,SOFCKAL12A8C1417C3,TRBRMAC128F92C1D08,Nick Lachey,What's Left Of Me,677376,22050,-0.869193910665,0.508813005204,6
547513,547513,SORKKYU12A8C141BA5,TRCEMGB128F42BB514,Pearl Jam,Gone,677376,22050,-1.49591110083,0.0401982846033,7
547517,547517,SOHTWLT12A8C13CFE1,TRAAMES128F42AF068,Pearl Jam,Inside Job,677376,22050,0.449731961246,-2.07548194579,12
547862,995204,SOEBOFD12A8C13A50E,TROSIXU128F4295024,Jim Reeves,He'll Have To Go,677376,22050,-1.93524985679,-0.655809808621,8
547878,547878,SOWKDWE12A58A79BEC,TRRLNVT128F428D733,Jim Reeves,Snowflake,677376,22050,0.815392789182,0.662457175897,1
548195,548195,SOQCDNW12AB01816DC,TRYUDXN128F4259F2C,The Zutons,It's The Little Things We Do,677376,22050,0.815392789182,0.662457175897,1
548196,548196,SOALXFT12A8C146124,TRHFDCR12903CC85D6,The Zutons,Valerie,677376,22050,1.54125682076,1.70416465317,2
548201,581072,SOHXQVC12A8AE483DE,TRGSEJS128F4259F32,The Zutons,Oh Stacey (Look What You've Done!),677376,22050,1.54125682076,1.70416465317,2
548202,548202,SOMCEUP12A8AE483DF,TRQEYWJ128F4259F33,The Zutons,You've Got A Friend In Me,677376,22050,0.815392789182,0.662457175897,1
548263,600663,SOUGOJX12A8C13E002,TRMFVXV128F42AA6FF,Barry Manilow,Can't Smile Without You,677376,22050,-0.0614655146269,-0.71419459348,11
548509,74249000,SOMTWUY12A58A7EF01,TRNCRDU128F42A5667,Modern Talking,Cheri Cheri Lady,677376,22050,1.54125682076,1.70416465317,2
548586,548586,SOEUEKP12A8C13950E,TRHXFRJ128F428EBDE,Matthew Sweet,Girlfriend,677376,22050,1.25746035728,1.086515087,1
548598,548598,SOZTCHG12AB0180580,TRHQCNU128F9309166,Matthew Sweet,Nothing Lasts,677376,22050,-1.10569096356,0.6855038015,6
548641,548641,SOICGNW12AB017C66C,TRRNDII128F9311193,Imogen Heap,Headlock,677376,22050,0.37332522108,-0.923150665621,12
548642,548642,SOYIMMF12AB0180F4D,TRREXFC128F92EA27A,Imogen Heap,Goodnight and Go,677376,22050,0.262808329055,0.243008589914,1
548643,15413379,SORSAXL12AB017DA8E,TRLRXKI128F92EA27B,Imogen Heap,Have You Got It In You?,677376,22050,-0.867374702562,-0.548258889135,9
548645,548645,SOSJFDH12A8C143096,TRCODNR128F92F6B16,Imogen Heap,Hide & Seek,661248,22050,-0.358678637829,-0.701903059828,10
548649,548649,SOPNGXV12AB017DABF,TRJMSFU128F92EA285,Imogen Heap,Just For Now,677376,22050,0.0040259769438,-1.10752367045,12
549194,549194,SOBRFHG12A81C210FB,TRAZXUT128F422EF3C,Opeth,Windowpane,677376,22050,-0.595948854166,-0.648434888428,10
549195,549195,SOGQGRD12AF6E56110,TRWSXPD128F4259F3B,Opeth,In My Time Of Need,677376,22050,-0.784600734053,-0.724949685431,9
549196,549196,SOOLHCO12A8AE483FA,TRBKSWQ128F4259F3C,Opeth,Death Whispered A Lullaby,677376,22050,-0.89830124025,-0.58820637352,9
549198,549198,SOLERBX12A8AE483FF,TRGWLAP128F4259F3E,Opeth,Hope Leaves,677376,22050,-0.869921593903,-0.692684409586,9
549199,549199,SORNSCC12A58A77C93,TRHOEPA128F4259F3F,Opeth,To Rid The Disease,677376,22050,-1.34400722455,0.0048601253478,7
549228,549257,SOCCSEB12A8AE47C33,TRRRSZY128F4259F6D,Cradle Of Filth,Funeral In Carpathia,677376,22050,-0.409843865619,-0.107300119259,8
549229,5638730,SOPOEZZ12AB0187859,TRJZDUO12903CE4574,Opeth,The Leper Affinity,677376,22050,-0.308877816114,-0.102690794138,8
549230,5638731,SOVUHBL12A8AE48445,TRCYOIB128F4259F52,Opeth,Bleak,677376,22050,-0.682725080497,0.316757791845,6
549231,5638732,SOBWDFY12A58A7B175,TRQJHKB128F4259F53,Opeth,Harvest,677376,22050,-0.431674362809,-0.441476190509,10
549232,549232,SOWYRFL12A8AE4844A,TRYEHTY128F4259F54,Opeth,The Drapery Falls,677376,22050,-0.682725080497,0.316757791845,6
549238,87734565,SOAKLHW12A8AE47BF0,TRPWPYK128F4259F5A,Cradle Of Filth,Thirteen Autumns And A Widow,677376,22050,-0.510809915124,-0.111909444379,8
549381,549381,SOBHITW12AF72AC61D,TRYJMQS128F42B8192,Donell Jones,My Apology,677376,22050,-1.74423300637,1.33541864352,6
550026,550026,SOYLTPG12A8C13D051,TRGJMJW128F42AF3E5,OutKast,Makes No Sense At All,677376,22050,0.37332522108,-0.923150665621,12
550032,550032,SOBGSGE12A8C13D06C,TRVMKMM128F42AF3EE,OutKast,When I Look In Your Eyes,677376,22050,0.747172485463,-0.835573488328,13
550034,550034,SOMMXBN12A8C13D070,TREBKLN128F42AF3F1,OutKast,A Bad Note,677376,22050,-1.93524985679,-0.655809808621,8
550176,566675,SOLTBEF12A8C13E9D2,TRTIVLW128F42B3254,Barry Manilow,This Guy's In Love With You,677376,22050,1.07190113117,0.846830180724,1
550181,566680,SOELGHJ12A8C13E834,TRHCNZI128F42B325A,Barry Manilow,What The World Needs Now Is Love,677376,22050,1.07190113117,0.846830180724,1
